,feature01,feature04,feature07,feature08,feature09,feature10,feature14,feature17,feature22,feature23,feature11,feature12,feature13,feature15,feature16,feature10.1,feature21,target
1438,2.0,880.0,1724.0,7.0,5.0,1998.0,0.0,3.0,844.0,1999.0,NA,NA,red,NA,good,0,1.0,188000.0
1880,1.0,978.0,1422.0,5.0,5.0,1960.0,1.0,3.0,0.0,1978.0,NA,cow,red,bad,bad,1,0.0,139900.0
203,0.0,780.0,1560.0,6.0,8.0,1912.0,0.0,3.0,780.0,2009.0,Grvl,NA,red,NA,good,1,1.0,159900.0
1102,3.0,1982.0,2006.0,8.0,5.0,1998.0,1.0,2.0,0.0,1998.0,NA,NA,red,bad,good,0,0.0,350000.0
1971,1.0,864.0,864.0,5.0,5.0,1962.0,0.0,2.0,0.0,1962.0,NA,NA,red,NA,bad,1,0.0,125500.0
475,2.0,1010.0,2267.0,6.0,5.0,2002.0,1.0,4.0,1257.0,2002.0,NA,NA,red,bad,good,0,1.0,200000.0
2505,2.0,1247.0,1247.0,8.0,5.0,2005.0,1.0,1.0,0.0,2005.0,Pave,NA,red,good,good,1,1.0,197000.0
359,2.0,1181.0,1190.0,6.0,5.0,1993.0,1.0,3.0,0.0,1993.0,NA,NA,red,bad,good,0,0.0,166000.0
1812,2.0,1349.0,1349.0,7.0,5.0,2000.0,0.0,3.0,0.0,2001.0,NA,cat,red,NA,bad,0,0.0,179000.0
810,2.0,0.0,1535.0,5.0,5.0,1979.0,0.0,4.0,0.0,1979.0,NA,cat,red,NA,bad,0,0.0,118858.0
1442,2.0,928.0,1823.0,7.0,5.0,2000.0,0.0,3.0,895.0,2001.0,NA,NA,red,NA,good,0,1.0,235000.0
18,2.0,864.0,864.0,4.0,5.0,1951.0,0.0,2.0,0.0,1951.0,NA,NA,red,NA,bad,1,0.0,141000.0
1271,1.0,1027.0,1027.0,5.0,5.0,1962.0,0.0,3.0,0.0,1962.0,NA,NA,red,NA,bad,1,0.0,125900.0
2622,2.0,0.0,1040.0,4.0,5.0,1950.0,0.0,2.0,0.0,1950.0,NA,NA,blue,NA,bad,1,0.0,109900.0
1293,2.0,801.0,1656.0,4.0,6.0,1940.0,0.0,2.0,561.0,1985.0,NA,NA,blue,NA,bad,0,0.0,119164.0
536,2.0,835.0,1812.0,7.0,5.0,2004.0,0.0,3.0,941.0,2004.0,NA,NA,red,NA,good,0,1.0,193000.0
540,0.0,1114.0,1114.0,5.0,5.0,2004.0,0.0,3.0,0.0,2004.0,NA,NA,red,NA,good,1,1.0,142000.0
565,3.0,1376.0,3005.0,7.0,5.0,2004.0,1.0,3.0,1629.0,2005.0,Pave,NA,red,bad,good,0,1.0,280750.0
1873,1.0,1052.0,1052.0,6.0,5.0,1963.0,0.0,3.0,0.0,1963.0,NA,NA,red,NA,bad,1,0.0,127000.0
2558,2.0,1251.0,1433.0,5.0,6.0,1961.0,1.0,3.0,0.0,1990.0,NA,NA,red,good,bad,1,0.0,161000.0
884,2.0,0.0,1126.0,4.0,5.0,1949.0,0.0,2.0,0.0,2003.0,NA,dog,red,NA,good,0,0.0,108000.0
1045,1.0,630.0,1302.0,5.0,5.0,1972.0,0.0,3.0,672.0,1972.0,NA,NA,red,NA,bad,0,1.0,111750.0
531,2.0,1553.0,1553.0,7.0,5.0,2003.0,0.0,3.0,0.0,2004.0,NA,NA,red,NA,good,0,0.0,234500.0
2406,2.0,1368.0,1368.0,7.0,5.0,2005.0,1.0,2.0,0.0,2006.0,NA,NA,red,good,good,0,0.0,202665.0
2826,2.0,547.0,1072.0,6.0,5.0,2005.0,0.0,2.0,0.0,2006.0,NA,NA,red,NA,bad,0,0.0,140000.0
484,3.0,870.0,2004.0,8.0,5.0,2002.0,1.0,4.0,1126.0,2002.0,NA,NA,red,good,good,0,1.0,257500.0
239,1.0,1172.0,1172.0,5.0,7.0,1954.0,0.0,3.0,0.0,1998.0,NA,NA,red,NA,bad,1,0.0,128000.0
1066,3.0,1603.0,1575.0,8.0,5.0,2003.0,1.0,2.0,0.0,2004.0,NA,NA,red,bad,good,0,0.0,284000.0
413,2.0,855.0,1456.0,6.0,5.0,1977.0,1.0,3.0,601.0,1977.0,NA,NA,red,bad,bad,0,1.0,137900.0
1779,2.0,1524.0,1534.0,8.0,5.0,2006.0,1.0,3.0,0.0,2006.0,NA,NA,red,good,good,0,0.0,215000.0
1116,2.0,1417.0,1428.0,7.0,5.0,2008.0,0.0,3.0,0.0,2008.0,NA,NA,red,NA,amazing,0,0.0,227680.0
2273,3.0,1572.0,1572.0,5.0,4.0,1963.0,2.0,3.0,0.0,1963.0,NA,NA,red,bad,bad,1,1.0,186700.0
2203,1.0,912.0,1426.0,7.0,8.0,1918.0,1.0,3.0,514.0,1998.0,NA,cat,red,good,good,1,1.0,189950.0
434,3.0,1736.0,1736.0,9.0,5.0,2008.0,1.0,3.0,0.0,2008.0,NA,NA,red,good,amazing,0,0.0,360000.0
2098,3.0,1643.0,1651.0,8.0,5.0,2007.0,1.0,3.0,0.0,2007.0,NA,NA,red,good,good,0,0.0,250000.0
2309,2.0,1851.0,1851.0,7.0,6.0,1969.0,1.0,3.0,0.0,1969.0,NA,NA,red,bad,bad,0,0.0,192100.0
1223,2.0,1296.0,1496.0,5.0,6.0,1960.0,0.0,3.0,0.0,1960.0,NA,dog,red,NA,good,0,0.0,141500.0
2564,1.0,936.0,936.0,5.0,6.0,1954.0,0.0,2.0,0.0,1975.0,NA,dog,blue,NA,bad,1,0.0,121000.0
191,1.0,988.0,1612.0,5.0,6.0,1950.0,0.0,3.0,582.0,1997.0,NA,dog,red,NA,bad,1,1.0,128500.0
2506,2.0,600.0,1200.0,7.0,5.0,2005.0,0.0,2.0,600.0,2005.0,Pave,NA,red,NA,good,0,1.0,151000.0
450,3.0,1598.0,1606.0,8.0,5.0,2006.0,1.0,3.0,0.0,2006.0,NA,NA,red,good,good,0,0.0,255900.0
1024,2.0,1126.0,1126.0,5.0,6.0,1977.0,0.0,3.0,0.0,1977.0,NA,NA,red,NA,amazing,0,0.0,175000.0
841,2.0,990.0,990.0,5.0,5.0,1994.0,0.0,3.0,0.0,1995.0,NA,NA,red,NA,bad,1,0.0,138000.0
2006,1.0,910.0,1435.0,5.0,6.0,1950.0,0.0,3.0,525.0,1950.0,NA,NA,red,NA,bad,1,0.0,128250.0
2473,2.0,1141.0,1141.0,6.0,5.0,2005.0,0.0,3.0,0.0,2005.0,NA,NA,red,NA,bad,1,1.0,142500.0
1597,1.0,462.0,988.0,4.0,6.0,1973.0,1.0,1.0,462.0,1973.0,NA,cow,red,bad,bad,1,0.0,94900.0
2741,1.0,994.0,1855.0,6.0,4.0,1954.0,0.0,4.0,639.0,1972.0,NA,NA,red,NA,bad,0,0.0,136900.0
636,1.0,1202.0,1202.0,5.0,5.0,1956.0,0.0,3.0,0.0,1956.0,NA,cow,red,NA,bad,1,0.0,120000.0
587,2.0,1288.0,1336.0,5.0,5.0,1969.0,1.0,3.0,0.0,1969.0,NA,NA,red,okay,bad,0,0.0,163000.0
1531,1.0,776.0,1502.0,7.0,6.0,1931.0,1.0,3.0,651.0,2000.0,NA,dog,red,good,bad,1,1.0,149000.0
1489,2.0,456.0,1033.0,5.0,5.0,1976.0,0.0,3.0,0.0,1976.0,NA,NA,red,NA,bad,1,0.0,165000.0
350,2.0,1501.0,1659.0,8.0,5.0,2000.0,1.0,2.0,0.0,2000.0,NA,NA,red,good,amazing,0,0.0,278000.0
1232,1.0,1099.0,1431.0,6.0,5.0,1962.0,1.0,3.0,0.0,1962.0,NA,NA,red,good,bad,1,0.0,165000.0
1026,2.0,720.0,1308.0,5.0,6.0,1969.0,0.0,3.0,588.0,1969.0,NA,NA,red,NA,bad,1,1.0,146900.0
2378,3.0,1980.0,1980.0,9.0,5.0,2004.0,1.0,3.0,0.0,2005.0,NA,NA,red,good,amazing,0,0.0,315000.0
1124,2.0,1053.0,1992.0,8.0,5.0,2003.0,1.0,3.0,939.0,2004.0,NA,NA,red,good,good,0,1.0,250000.0
1831,2.0,1044.0,1055.0,6.0,7.0,1973.0,1.0,2.0,0.0,2006.0,NA,NA,red,bad,good,1,0.0,147000.0
2199,1.0,651.0,1298.0,6.0,7.0,1921.0,1.0,2.0,539.0,2005.0,NA,NA,red,good,bad,0,0.0,146500.0
2448,2.0,1141.0,2263.0,8.0,5.0,1998.0,1.0,4.0,1098.0,1998.0,NA,NA,red,bad,good,0,1.0,258000.0
1947,0.0,882.0,882.0,4.0,6.0,1956.0,0.0,1.0,0.0,1956.0,NA,dog,red,NA,bad,1,0.0,103200.0
755,2.0,780.0,1208.0,4.0,5.0,1925.0,0.0,2.0,0.0,1950.0,Grvl,NA,blue,NA,bad,1,0.0,103000.0
2763,2.0,908.0,1915.0,8.0,5.0,1992.0,1.0,3.0,988.0,1992.0,NA,NA,red,bad,good,0,1.0,220000.0
2008,2.0,1065.0,1635.0,6.0,7.0,1923.0,1.0,3.0,720.0,1950.0,NA,NA,blue,good,bad,1,1.0,210000.0
828,3.0,1254.0,1254.0,8.0,5.0,2008.0,0.0,2.0,0.0,2008.0,NA,NA,red,NA,good,0,0.0,221800.0
3,2.0,2110.0,2110.0,7.0,5.0,1968.0,2.0,3.0,0.0,1968.0,NA,NA,red,bad,amazing,0,1.0,244000.0
1716,2.0,1302.0,1302.0,6.0,5.0,2005.0,1.0,1.0,0.0,2006.0,NA,NA,red,good,good,1,1.0,204000.0
744,1.0,960.0,995.0,5.0,6.0,1925.0,0.0,2.0,0.0,1999.0,NA,dog,red,NA,bad,1,0.0,115000.0
2096,3.0,1264.0,2696.0,7.0,5.0,2007.0,1.0,4.0,1414.0,2007.0,NA,NA,red,good,amazing,0,1.0,383970.0
1080,3.0,1415.0,1455.0,7.0,5.0,2003.0,1.0,2.0,0.0,2003.0,NA,NA,red,bad,good,0,0.0,195000.0
481,2.0,698.0,1342.0,7.0,5.0,2003.0,1.0,3.0,644.0,2003.0,NA,NA,red,bad,good,0,1.0,178000.0
1713,2.0,1721.0,1721.0,8.0,5.0,2005.0,0.0,3.0,0.0,2005.0,NA,NA,red,NA,good,0,0.0,232698.0
605,2.0,1516.0,1516.0,6.0,6.0,1964.0,0.0,3.0,0.0,1964.0,NA,NA,red,NA,bad,1,1.0,167000.0
2912,3.0,1652.0,1652.0,5.0,5.0,1970.0,0.0,4.0,0.0,1970.0,NA,NA,red,NA,bad,0,0.0,146500.0
2822,2.0,796.0,1724.0,7.0,5.0,2003.0,1.0,3.0,918.0,2004.0,NA,NA,red,good,good,0,1.0,196500.0
38,3.0,1930.0,1940.0,9.0,5.0,2009.0,1.0,3.0,0.0,2010.0,NA,NA,red,good,amazing,0,1.0,395192.0
85,1.0,894.0,894.0,5.0,8.0,1965.0,1.0,3.0,0.0,2009.0,NA,dog,red,good,bad,1,0.0,138500.0
1081,3.0,1393.0,1576.0,7.0,5.0,2004.0,1.0,2.0,0.0,2004.0,NA,NA,red,bad,good,0,0.0,219990.0
2692,0.0,610.0,819.0,5.0,4.0,1919.0,0.0,2.0,0.0,1950.0,NA,NA,blue,NA,good,1,0.0,72000.0
1910,3.0,1560.0,1560.0,5.0,5.0,1968.0,0.0,4.0,0.0,1968.0,NA,NA,red,NA,bad,0,0.0,126000.0
1084,2.0,1146.0,1246.0,7.0,5.0,2007.0,1.0,2.0,0.0,2008.0,NA,NA,red,good,good,0,0.0,187687.0
1471,3.0,1838.0,1838.0,6.0,5.0,1997.0,0.0,2.0,0.0,1998.0,NA,NA,red,NA,bad,0,0.0,185000.0
740,2.0,927.0,1539.0,5.0,6.0,1936.0,0.0,3.0,472.0,1950.0,NA,dog,red,NA,bad,1,1.0,141500.0
1390,2.0,988.0,1188.0,6.0,8.0,1956.0,1.0,1.0,0.0,1956.0,NA,NA,blue,bad,bad,1,0.0,185000.0
1817,2.0,0.0,2020.0,5.0,5.0,1977.0,2.0,4.0,0.0,1977.0,NA,NA,red,bad,bad,0,0.0,144000.0
1673,2.0,1337.0,1337.0,6.0,5.0,2001.0,1.0,2.0,0.0,2001.0,NA,NA,red,bad,good,0,0.0,155000.0
1951,1.0,691.0,691.0,5.0,6.0,1920.0,0.0,2.0,0.0,1950.0,NA,NA,blue,NA,amazing,1,0.0,86000.0
2922,2.0,1728.0,1728.0,5.0,5.0,1976.0,0.0,4.0,0.0,1976.0,NA,NA,red,NA,bad,0,0.0,188000.0
1434,2.0,1418.0,1418.0,7.0,5.0,1997.0,1.0,3.0,0.0,1998.0,NA,NA,red,bad,good,0,0.0,226001.0
2846,1.0,940.0,1595.0,6.0,5.0,1940.0,2.0,2.0,403.0,2000.0,NA,NA,red,good,bad,1,0.0,140000.0
453,2.0,1306.0,1306.0,6.0,5.0,2005.0,1.0,1.0,0.0,2005.0,NA,NA,red,good,good,0,0.0,184500.0
801,2.0,1496.0,2132.0,8.0,8.0,1983.0,1.0,1.0,636.0,2009.0,NA,NA,red,good,good,1,1.0,316600.0
2283,2.0,1040.0,1060.0,5.0,7.0,1976.0,1.0,3.0,0.0,1976.0,NA,NA,red,bad,bad,1,0.0,129900.0
438,3.0,1739.0,1743.0,9.0,5.0,2008.0,1.0,3.0,0.0,2008.0,NA,NA,red,good,amazing,0,0.0,335000.0
1777,3.0,1905.0,1905.0,9.0,5.0,2006.0,1.0,3.0,0.0,2006.0,NA,NA,red,good,amazing,0,0.0,320000.0
2175,1.0,1143.0,1113.0,6.0,7.0,1976.0,1.0,3.0,0.0,1976.0,NA,cat,red,okay,bad,1,1.0,148000.0
1417,1.0,616.0,1111.0,5.0,6.0,1941.0,0.0,3.0,495.0,1950.0,NA,NA,red,NA,bad,1,0.0,95000.0
2148,2.0,979.0,1932.0,7.0,5.0,2003.0,1.0,3.0,940.0,2003.0,NA,NA,red,good,good,0,1.0,213000.0
2105,2.0,728.0,1456.0,7.0,5.0,2006.0,1.0,3.0,728.0,2006.0,NA,NA,red,bad,good,0,1.0,155835.0
566,2.0,612.0,1224.0,6.0,5.0,2009.0,0.0,2.0,612.0,2009.0,Pave,NA,red,NA,good,0,1.0,164500.0
2463,3.0,1095.0,1939.0,8.0,5.0,2006.0,1.0,3.0,844.0,2006.0,NA,NA,red,good,good,0,1.0,266000.0
219,2.0,1392.0,1392.0,5.0,6.0,1957.0,1.0,3.0,0.0,1996.0,NA,NA,red,good,bad,1,1.0,121500.0
1920,1.0,1442.0,1442.0,6.0,6.0,1958.0,0.0,4.0,0.0,1958.0,NA,NA,red,NA,bad,1,1.0,157900.0
2112,2.0,1314.0,1314.0,6.0,5.0,2006.0,1.0,3.0,0.0,2006.0,NA,NA,red,good,good,0,0.0,176432.0
1222,1.0,348.0,906.0,4.0,7.0,1937.0,0.0,2.0,453.0,1950.0,NA,NA,red,NA,bad,1,0.0,87000.0
95,2.0,600.0,1200.0,7.0,5.0,2004.0,0.0,2.0,600.0,2004.0,Pave,NA,red,NA,good,0,1.0,155000.0
25,1.0,1056.0,1056.0,5.0,6.0,1968.0,1.0,3.0,0.0,1968.0,NA,NA,red,okay,bad,1,0.0,142000.0
2296,0.0,796.0,796.0,5.0,7.0,1971.0,0.0,2.0,0.0,1971.0,NA,cow,red,NA,bad,1,0.0,138000.0
1744,2.0,1266.0,1266.0,7.0,5.0,2007.0,1.0,2.0,0.0,2007.0,NA,NA,red,good,good,0,0.0,185485.0
1669,1.0,858.0,858.0,4.0,6.0,1971.0,0.0,2.0,0.0,1971.0,NA,NA,red,NA,bad,1,0.0,110000.0
926,1.0,1112.0,1112.0,5.0,6.0,1954.0,1.0,2.0,0.0,1954.0,NA,dog,red,good,bad,1,0.0,144800.0
472,2.0,1220.0,1220.0,7.0,5.0,2005.0,1.0,2.0,0.0,2006.0,NA,NA,red,good,good,0,0.0,180000.0
195,2.0,572.0,1196.0,6.0,6.0,1940.0,2.0,3.0,348.0,1950.0,NA,NA,blue,good,bad,1,1.0,128000.0
1083,2.0,1266.0,1266.0,7.0,5.0,2007.0,1.0,2.0,0.0,2007.0,NA,NA,red,good,good,0,0.0,159895.0
380,2.0,1271.0,1601.0,7.0,5.0,1978.0,1.0,3.0,0.0,1978.0,NA,NA,red,bad,bad,0,0.0,157000.0
1788,2.0,1496.0,1496.0,8.0,5.0,2007.0,0.0,3.0,0.0,2007.0,NA,NA,red,NA,good,0,0.0,225000.0
1551,1.0,520.0,912.0,5.0,7.0,1930.0,0.0,2.0,0.0,1995.0,NA,NA,blue,NA,bad,1,0.0,99500.0
14,2.0,1488.0,1502.0,8.0,5.0,1985.0,0.0,1.0,0.0,1985.0,NA,NA,red,NA,good,1,1.0,212000.0
1592,3.0,1200.0,1200.0,4.0,5.0,1964.0,0.0,3.0,0.0,1964.0,NA,NA,red,NA,bad,1,0.0,173000.0
151,1.0,988.0,988.0,5.0,5.0,1958.0,0.0,2.0,0.0,1958.0,NA,NA,red,NA,bad,1,0.0,119000.0
1392,2.0,1602.0,1252.0,6.0,7.0,1960.0,1.0,1.0,0.0,1975.0,NA,NA,red,good,bad,1,0.0,235000.0
1048,2.0,1055.0,1055.0,7.0,6.0,1977.0,0.0,2.0,0.0,1977.0,NA,NA,red,NA,bad,0,0.0,148500.0
1904,1.0,808.0,808.0,5.0,8.0,1958.0,0.0,2.0,0.0,2000.0,NA,NA,red,NA,bad,1,0.0,112000.0
217,0.0,1768.0,1768.0,4.0,5.0,1968.0,0.0,4.0,0.0,1968.0,NA,NA,red,NA,bad,0,0.0,136500.0
1396,3.0,576.0,1350.0,5.0,7.0,1941.0,0.0,2.0,486.0,1973.0,NA,dog,red,NA,good,1,1.0,152400.0
2554,1.0,747.0,1230.0,4.0,7.0,1946.0,0.0,3.0,456.0,1950.0,NA,dog,red,NA,bad,1,1.0,121600.0
1319,1.0,572.0,1111.0,7.0,7.0,1926.0,1.0,2.0,539.0,1950.0,NA,NA,red,good,bad,1,0.0,116900.0
2738,2.0,1776.0,1560.0,5.0,5.0,1962.0,1.0,3.0,0.0,1962.0,NA,dog,red,okay,bad,0,0.0,182000.0
132,1.0,1156.0,1520.0,6.0,6.0,1955.0,2.0,3.0,0.0,1972.0,NA,NA,red,good,bad,1,0.0,153000.0
2243,2.0,1073.0,1073.0,4.0,6.0,1957.0,0.0,3.0,0.0,1980.0,NA,NA,blue,NA,bad,1,0.0,140000.0
485,2.0,992.0,2054.0,6.0,5.0,2000.0,1.0,3.0,1032.0,2000.0,NA,NA,red,bad,good,0,1.0,244000.0
141,2.0,1398.0,1700.0,5.0,5.0,1959.0,1.0,4.0,0.0,1959.0,NA,NA,red,good,good,1,1.0,165500.0
104,3.0,1642.0,1418.0,8.0,5.0,2010.0,1.0,1.0,0.0,2010.0,Pave,NA,red,good,good,1,1.0,267916.0
952,2.0,0.0,1734.0,5.0,5.0,1977.0,0.0,4.0,432.0,1977.0,NA,NA,red,NA,good,0,0.0,126000.0
1834,2.0,1378.0,1378.0,8.0,5.0,2004.0,1.0,2.0,0.0,2004.0,NA,NA,red,good,good,0,0.0,214000.0
1239,2.0,1261.0,1261.0,6.0,6.0,1958.0,1.0,3.0,0.0,1958.0,NA,NA,red,bad,bad,1,0.0,163000.0
2225,2.0,516.0,1045.0,6.0,6.0,1980.0,1.0,2.0,516.0,1980.0,NA,dog,red,bad,bad,1,0.0,123900.0
1397,3.0,864.0,904.0,5.0,8.0,1970.0,0.0,3.0,0.0,1970.0,NA,dog,red,NA,good,1,0.0,144000.0
2284,2.0,1142.0,1142.0,5.0,5.0,1976.0,1.0,3.0,0.0,1976.0,NA,dog,red,bad,bad,1,1.0,134000.0
2130,2.0,845.0,1690.0,7.0,5.0,2001.0,0.0,3.0,845.0,2001.0,NA,NA,red,NA,good,0,1.0,190550.0
1619,2.0,384.0,1384.0,6.0,5.0,1997.0,1.0,3.0,630.0,1997.0,NA,NA,red,bad,bad,0,1.0,161500.0
1897,2.0,1063.0,1327.0,5.0,6.0,1959.0,0.0,3.0,0.0,2002.0,NA,NA,red,NA,good,1,0.0,150750.0
2517,2.0,1208.0,1208.0,6.0,6.0,1977.0,1.0,3.0,0.0,1977.0,NA,NA,red,bad,bad,1,1.0,165000.0
1334,1.0,981.0,1672.0,6.0,7.0,1940.0,1.0,3.0,658.0,1989.0,NA,cat,red,good,good,1,1.0,164900.0
117,2.0,1232.0,1232.0,5.0,5.0,1966.0,0.0,3.0,0.0,1966.0,NA,NA,red,NA,bad,1,1.0,142250.0
1267,2.0,876.0,876.0,5.0,7.0,1951.0,1.0,2.0,0.0,1951.0,NA,NA,red,bad,bad,1,0.0,94000.0
129,0.0,858.0,858.0,5.0,7.0,1958.0,0.0,2.0,0.0,2008.0,NA,NA,red,NA,bad,1,0.0,116500.0
167,2.0,1395.0,1395.0,6.0,7.0,1963.0,1.0,2.0,0.0,1984.0,NA,NA,red,bad,bad,1,0.0,192000.0
1061,3.0,948.0,2088.0,8.0,5.0,2007.0,1.0,4.0,1140.0,2007.0,NA,NA,red,good,good,0,1.0,250000.0
837,2.0,928.0,1764.0,6.0,5.0,1997.0,0.0,3.0,836.0,1997.0,NA,dog,red,NA,good,0,1.0,231500.0
1374,2.0,0.0,1588.0,4.0,4.0,1959.0,1.0,4.0,468.0,1959.0,NA,NA,red,good,bad,0,0.0,134432.0
530,2.0,1221.0,1221.0,7.0,5.0,2004.0,0.0,2.0,0.0,2005.0,Pave,NA,red,NA,good,0,0.0,185000.0
1068,3.0,1765.0,2690.0,8.0,5.0,2003.0,1.0,4.0,886.0,2003.0,NA,NA,red,good,good,0,1.0,370000.0
1148,2.0,1199.0,1199.0,6.0,5.0,1993.0,0.0,2.0,0.0,1993.0,NA,NA,red,NA,good,0,0.0,153900.0
1235,1.0,1144.0,1144.0,5.0,5.0,1963.0,0.0,3.0,0.0,1963.0,NA,NA,red,NA,bad,1,1.0,124000.0
2075,2.0,1073.0,1630.0,5.0,5.0,1953.0,1.0,3.0,0.0,1953.0,NA,NA,red,bad,bad,0,0.0,130000.0
2421,2.0,1273.0,1456.0,8.0,5.0,2003.0,1.0,2.0,0.0,2003.0,NA,NA,red,bad,good,0,0.0,215000.0
1956,2.0,672.0,924.0,5.0,7.0,1949.0,1.0,3.0,252.0,2006.0,NA,dog,red,bad,bad,1,0.0,122900.0
2242,0.0,957.0,1991.0,5.0,6.0,1895.0,0.0,4.0,957.0,2006.0,NA,NA,red,NA,bad,0,0.0,119600.0
1562,2.0,1594.0,1646.0,8.0,5.0,2004.0,1.0,2.0,0.0,2005.0,NA,NA,red,good,good,0,0.0,275000.0
675,1.0,832.0,1268.0,5.0,7.0,1949.0,1.0,3.0,0.0,1950.0,NA,NA,red,good,bad,1,0.0,133000.0
2533,2.0,900.0,1770.0,5.0,5.0,1968.0,0.0,4.0,886.0,1968.0,NA,NA,red,NA,bad,1,1.0,155000.0
1291,0.0,828.0,1594.0,4.0,6.0,1910.0,0.0,3.0,658.0,1996.0,Grvl,NA,blue,NA,bad,0,0.0,118000.0
2807,2.0,1682.0,1700.0,6.0,5.0,2003.0,0.0,3.0,0.0,2003.0,NA,NA,red,NA,good,0,0.0,200000.0
1584,2.0,1666.0,1675.0,6.0,5.0,1999.0,0.0,3.0,0.0,2000.0,NA,NA,red,NA,good,0,0.0,195000.0
642,1.0,1062.0,1062.0,6.0,7.0,1954.0,0.0,3.0,0.0,1954.0,NA,NA,red,NA,bad,1,0.0,131000.0
1561,2.0,1594.0,1646.0,7.0,5.0,2004.0,1.0,2.0,0.0,2005.0,NA,NA,red,good,amazing,0,0.0,250000.0
425,3.0,1566.0,1600.0,8.0,5.0,2007.0,1.0,3.0,0.0,2007.0,NA,NA,red,good,good,0,0.0,256300.0
2396,3.0,1085.0,1970.0,8.0,5.0,2006.0,1.0,3.0,850.0,2006.0,NA,NA,red,good,amazing,0,1.0,281000.0
1702,2.0,1582.0,2152.0,8.0,5.0,2007.0,1.0,3.0,570.0,2008.0,NA,NA,red,good,good,0,1.0,260116.0
1296,2.0,884.0,1436.0,6.0,6.0,1940.0,2.0,3.0,552.0,1950.0,Grvl,NA,red,good,bad,0,0.0,155000.0
2020,1.0,960.0,986.0,6.0,5.0,1926.0,1.0,2.0,0.0,1950.0,NA,NA,red,good,bad,1,0.0,102000.0
2157,2.0,1341.0,1341.0,8.0,5.0,1999.0,1.0,1.0,0.0,2000.0,NA,NA,red,bad,good,1,1.0,246900.0
2545,1.0,1251.0,1251.0,6.0,6.0,1964.0,2.0,3.0,0.0,1964.0,NA,dog,red,good,bad,1,0.0,160000.0
1857,2.0,1057.0,1295.0,8.0,6.0,1978.0,2.0,1.0,0.0,1998.0,NA,NA,red,bad,good,1,0.0,213750.0
1614,2.0,2217.0,2217.0,8.0,6.0,1970.0,1.0,4.0,0.0,1970.0,NA,NA,red,bad,good,0,0.0,268000.0
634,1.0,1240.0,1632.0,6.0,6.0,1958.0,1.0,3.0,0.0,1988.0,NA,dog,red,good,bad,0,0.0,139000.0
853,1.0,907.0,907.0,5.0,5.0,1978.0,0.0,3.0,0.0,1978.0,NA,dog,red,NA,bad,1,0.0,140000.0
668,2.0,1040.0,1040.0,6.0,4.0,1967.0,1.0,3.0,0.0,1967.0,NA,dog,red,bad,bad,1,0.0,163000.0
140,1.0,1143.0,1143.0,5.0,5.0,1959.0,0.0,3.0,0.0,1959.0,NA,cat,red,NA,bad,1,0.0,136000.0
2292,2.0,923.0,1008.0,5.0,5.0,1977.0,1.0,1.0,0.0,1977.0,NA,dog,red,okay,good,1,0.0,153500.0
941,1.0,596.0,1192.0,5.0,5.0,1920.0,0.0,3.0,596.0,1950.0,NA,cow,red,NA,bad,1,0.0,78000.0
57,2.0,384.0,1430.0,7.0,5.0,2000.0,1.0,3.0,656.0,2000.0,NA,NA,red,bad,bad,0,1.0,180000.0
1115,3.0,1563.0,1563.0,8.0,5.0,2007.0,1.0,3.0,0.0,2007.0,NA,NA,red,good,good,0,0.0,245000.0
2142,2.0,864.0,864.0,5.0,5.0,1972.0,0.0,3.0,0.0,2000.0,NA,NA,red,NA,amazing,1,0.0,127000.0
134,1.0,1080.0,1128.0,6.0,8.0,1966.0,1.0,2.0,0.0,2008.0,NA,NA,red,good,good,1,0.0,178000.0
649,1.0,0.0,1210.0,5.0,5.0,1953.0,0.0,2.0,0.0,1953.0,NA,dog,blue,NA,bad,1,1.0,102900.0
1720,2.0,1554.0,1554.0,8.0,5.0,2006.0,1.0,2.0,0.0,2006.0,NA,NA,red,good,good,0,0.0,209500.0
454,2.0,1350.0,1358.0,7.0,5.0,2007.0,1.0,2.0,0.0,2008.0,NA,NA,red,good,good,0,0.0,212500.0
1388,1.0,1228.0,1228.0,5.0,6.0,1966.0,0.0,3.0,0.0,2006.0,NA,dog,red,NA,good,1,1.0,149350.0
2193,1.0,948.0,948.0,4.0,6.0,1954.0,1.0,3.0,0.0,1954.0,NA,NA,red,bad,bad,1,0.0,119000.0
1294,1.0,936.0,1740.0,5.0,5.0,1920.0,1.0,2.0,780.0,1950.0,NA,NA,blue,good,amazing,1,0.0,122250.0
2355,2.0,1056.0,1074.0,5.0,6.0,1975.0,0.0,3.0,0.0,1975.0,NA,dog,red,NA,bad,1,1.0,153500.0
488,2.0,794.0,1514.0,6.0,5.0,2000.0,1.0,3.0,695.0,2000.0,NA,NA,red,bad,bad,0,1.0,190000.0
543,2.0,913.0,2122.0,7.0,5.0,1996.0,1.0,4.0,1209.0,1997.0,NA,NA,red,bad,good,0,1.0,220000.0
1470,2.0,1478.0,1493.0,6.0,5.0,1997.0,1.0,3.0,0.0,1998.0,NA,NA,red,bad,good,0,0.0,208900.0
957,3.0,1620.0,1620.0,9.0,5.0,2007.0,1.0,2.0,0.0,2008.0,NA,NA,red,good,amazing,0,0.0,315500.0
1981,2.0,680.0,1174.0,5.0,8.0,1900.0,1.0,2.0,494.0,2006.0,NA,dog,red,good,good,1,0.0,135000.0
