,feature01,feature02,feature04,feature05,feature06,feature07,feature08,feature09,feature10,feature10.1,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature21,feature22,feature23,target
759,0.0,0.0,858.0,892,5,892,4,6,1923,1,red,0,NA,good,1,1,7,0,0,1950,70000
1508,1.0,240.0,768.0,768,6,1200,5,6,1946,1,red,0,NA,bad,3,1,5,0,432,1995,130500
1142,2.0,483.0,832.0,832,6,1657,7,5,1994,2,red,0,NA,good,3,1,11,1,825,1995,189000
82,1.0,429.0,816.0,1012,5,1012,5,5,1920,1,blue,0,NA,bad,2,1,4,0,0,1950,67500
122,2.0,480.0,533.0,1131,8,1775,6,5,1964,2,red,0,NA,bad,3,1,5,0,644,1964,136300
2889,2.0,528.0,1128.0,1210,6,1210,6,6,1975,2,red,0,NA,bad,3,1,5,0,0,1975,148000
2538,1.0,568.0,1141.0,1141,6,1141,5,7,1967,1,red,0,NA,bad,3,1,7,0,0,1967,158000
2847,1.0,240.0,1058.0,1058,6,1551,5,5,1938,2,red,0,NA,okay,3,1,7,0,493,1950,137000
2618,1.0,319.0,1484.0,1600,6,1600,5,6,1957,1,red,2,good,bad,2,1,12,0,0,1997,207500
2756,3.0,868.0,1391.0,1391,7,1962,7,5,2006,2,red,0,NA,good,3,1,8,1,571,2006,239799
1476,2.0,520.0,770.0,770,6,1582,7,5,2004,2,red,0,NA,good,3,1,9,1,812,2004,185900
1521,2.0,621.0,612.0,990,8,2601,5,6,1921,3,red,0,NA,bad,4,1,5,1,1611,1998,189000
2870,1.0,375.0,1165.0,1336,5,1336,5,5,1953,1,red,2,good,bad,2,1,6,0,0,1953,157000
1395,2.0,626.0,988.0,1721,7,1721,5,3,1960,2,red,2,bad,bad,3,1,12,0,0,1960,145000
1486,0.0,0.0,1272.0,1272,9,2200,5,7,1900,2,red,0,NA,bad,4,2,9,2,928,2003,145900
693,1.0,162.0,901.0,861,6,1378,6,8,1935,1,red,0,NA,good,3,1,6,0,517,1998,128900
1162,2.0,480.0,600.0,600,5,1200,6,5,2005,2,red,0,NA,good,2,1,5,1,600,2005,165000
1085,2.0,393.0,789.0,813,8,1515,6,5,2004,2,red,1,good,good,3,1,7,1,702,2004,179000
217,0.0,0.0,1768.0,1768,8,1768,4,5,1968,2,red,0,NA,bad,4,2,4,0,0,1968,136500
2859,2.0,400.0,792.0,792,7,1517,8,7,1929,1,red,2,good,good,3,1,6,0,725,1950,230000
1744,2.0,388.0,1266.0,1266,6,1266,7,5,2007,2,red,1,good,good,2,1,8,0,0,2007,185485
2441,2.0,429.0,975.0,1005,8,2291,7,5,1999,2,red,1,bad,good,4,1,2,1,1286,1999,230000
1606,1.0,264.0,845.0,845,6,845,5,6,1982,1,red,0,NA,good,3,1,7,0,0,2005,134500
2533,2.0,530.0,900.0,884,7,1770,5,5,1968,1,red,0,NA,bad,4,1,6,1,886,1968,155000
1344,2.0,360.0,1078.0,1128,8,1573,5,7,1930,2,red,1,good,bad,3,1,6,0,445,1992,162900
1092,2.0,451.0,936.0,962,8,1792,6,5,2000,2,red,1,bad,bad,3,1,5,1,830,2000,186500
806,2.0,576.0,0.0,1288,7,2016,5,7,1880,1,red,1,bad,bad,4,1,6,0,728,2007,131000
2113,2.0,454.0,1157.0,1180,7,2062,7,5,1988,2,red,1,good,bad,3,1,4,1,882,1989,277000
2531,1.0,384.0,980.0,980,6,980,5,5,1967,2,red,0,NA,bad,3,1,10,0,0,1967,135500
2191,1.0,355.0,768.0,768,4,768,4,5,1955,1,red,1,okay,bad,2,1,7,0,0,1955,125000
319,2.0,510.0,817.0,824,8,1894,7,5,2002,2,red,1,good,good,4,1,2,1,1070,2003,214900
1859,2.0,460.0,1262.0,1262,6,1262,6,8,1976,2,red,1,bad,bad,3,1,5,0,0,1976,181500
159,2.0,576.0,1063.0,1287,7,1287,5,7,1959,1,red,1,good,good,3,1,3,0,0,2006,162000
1899,1.0,306.0,932.0,932,4,932,6,5,1950,1,blue,1,good,good,2,1,11,0,0,1950,124000
322,2.0,528.0,1068.0,1264,7,1264,5,5,1965,1,red,1,bad,bad,2,1,6,0,0,1977,169000
724,1.0,207.0,972.0,1044,6,1480,6,6,1920,1,red,0,NA,bad,3,1,9,0,0,1950,119000
2473,2.0,484.0,1141.0,1141,6,1141,6,5,2005,1,red,0,NA,bad,3,1,3,1,0,2005,142500
2925,2.0,588.0,1003.0,1003,6,1003,6,6,1984,1,red,0,NA,bad,3,1,3,0,0,1984,142500
190,2.0,624.0,738.0,868,6,1470,6,7,1922,1,red,0,NA,bad,2,1,6,1,602,1994,140750
602,3.0,768.0,1040.0,1362,6,1362,4,5,1957,1,red,1,good,bad,3,1,5,0,0,1957,140000
993,2.0,420.0,680.0,680,7,1470,6,5,1995,2,red,1,bad,bad,3,1,10,1,790,1996,165000
2018,2.0,576.0,832.0,854,5,854,7,8,1929,1,blue,0,NA,bad,2,1,7,0,0,2001,132000
1615,2.0,433.0,847.0,847,7,1733,7,5,2003,2,red,1,good,good,3,1,10,1,886,2003,225000
2122,2.0,497.0,635.0,646,6,1308,6,6,1997,2,red,0,NA,good,3,1,5,1,662,2006,175000
2258,2.0,461.0,585.0,2279,7,2279,6,8,1958,2,red,1,good,good,4,1,7,1,0,1995,257000
1627,2.0,402.0,384.0,802,7,1472,7,5,1991,2,red,1,bad,good,3,1,5,1,670,1992,160000
2442,3.0,870.0,1396.0,1407,7,2392,8,5,1997,2,red,1,bad,good,3,1,6,1,985,1998,348000
824,2.0,524.0,1838.0,1838,7,1838,8,5,2007,2,red,2,good,good,3,1,4,0,0,2008,272500
2157,2.0,482.0,1341.0,1341,5,1341,8,5,1999,1,red,1,bad,good,1,1,1,1,0,2000,246900
538,2.0,555.0,1176.0,1200,5,1200,7,5,2003,2,red,0,NA,good,2,1,8,0,0,2003,184900
2793,3.0,748.0,1753.0,1787,7,1787,8,5,2001,2,red,1,bad,good,3,1,8,0,0,2002,275000
483,2.0,554.0,952.0,980,8,2256,7,5,2000,2,red,1,bad,good,4,1,4,1,1276,2000,236000
2837,1.0,392.0,784.0,949,7,1221,5,7,1924,1,red,0,NA,bad,4,1,3,0,272,1950,104900
2374,1.0,300.0,943.0,1387,6,1387,5,7,1967,1,red,1,bad,bad,3,1,9,0,0,1975,145000
989,2.0,601.0,1184.0,1414,6,1414,6,8,1958,1,red,1,bad,bad,3,1,5,0,0,2002,176500
2549,2.0,750.0,1008.0,1053,6,1053,5,7,1958,1,blue,0,NA,amazing,3,1,7,1,0,1991,150000
1314,0.0,0.0,572.0,884,7,1540,5,9,1905,1,red,0,NA,good,3,1,2,1,656,2005,129400
733,1.0,240.0,672.0,757,6,1324,4,6,1936,1,red,0,NA,bad,3,1,7,0,567,1950,128000
1444,1.0,308.0,938.0,938,5,938,5,6,1975,1,red,0,NA,bad,3,1,7,0,0,1980,130250
2283,2.0,572.0,1040.0,1060,6,1060,5,7,1976,1,red,1,bad,bad,3,1,6,0,0,1976,129900
1381,2.0,450.0,894.0,894,5,894,5,7,1967,1,red,0,NA,good,3,1,5,0,0,2003,130000
1668,4.0,480.0,858.0,872,5,872,4,5,1971,1,red,0,NA,bad,3,1,6,0,0,1971,123000
1729,2.0,393.0,783.0,783,8,1484,6,5,2005,2,red,1,good,good,3,1,7,1,701,2007,178900
2737,2.0,836.0,1836.0,1836,7,3672,6,8,1935,3,red,2,good,good,5,1,12,1,1836,1990,415000
1873,1.0,311.0,1052.0,1052,6,1052,6,5,1963,1,red,0,NA,bad,3,1,2,0,0,1963,127000
2646,1.0,216.0,844.0,844,5,844,5,7,1925,1,red,0,NA,bad,2,1,7,0,0,1950,111500
2109,2.0,674.0,1489.0,1500,7,1500,8,5,2006,2,red,1,good,good,3,1,6,0,0,2006,212999
1023,2.0,461.0,1211.0,1211,6,1211,6,5,1976,2,red,1,horrible,good,3,1,11,0,0,1976,161000
2557,2.0,576.0,504.0,936,5,1252,5,8,1908,1,red,0,NA,bad,3,1,6,0,316,1991,127000
1244,1.0,384.0,1104.0,1104,5,1104,5,5,1956,1,red,0,NA,bad,3,1,4,0,0,1958,133000
412,2.0,440.0,855.0,855,6,1322,6,5,1974,2,red,1,okay,bad,3,1,6,1,467,1974,147000
438,3.0,927.0,1739.0,1743,8,1743,9,5,2008,2,red,1,good,amazing,3,1,6,0,0,2008,335000
2863,2.0,451.0,1022.0,1122,7,1671,7,7,1929,2,blue,1,good,bad,4,1,2,0,549,1950,218000
222,1.0,416.0,864.0,892,5,892,5,7,1966,1,red,0,NA,good,3,1,6,0,0,2008,137900
387,2.0,478.0,1621.0,1621,7,1621,5,7,1975,2,red,2,okay,bad,3,1,6,0,0,1975,213000
2571,2.0,430.0,1008.0,1008,5,1008,6,7,1963,1,red,0,NA,bad,2,1,10,0,0,1963,135000
275,0.0,0.0,0.0,1664,8,1664,5,5,1965,2,red,0,NA,bad,4,2,5,0,0,1965,100000
88,1.0,260.0,1040.0,1040,6,1040,5,8,1962,1,red,0,NA,bad,3,1,4,1,0,2010,127000
2085,1.0,256.0,1342.0,1342,7,1342,5,6,1951,1,red,0,NA,bad,4,1,4,0,0,1951,125000
826,2.0,660.0,1604.0,1604,8,1604,7,5,2006,2,red,1,good,good,3,1,3,1,0,2006,220000
879,3.0,810.0,1578.0,1602,7,1602,8,5,2007,2,red,1,good,good,3,1,1,0,0,2007,293200
1692,3.0,670.0,1108.0,1148,11,2550,8,5,2006,2,red,1,good,amazing,4,1,3,1,1402,2007,338931
2723,1.0,364.0,648.0,960,3,960,4,9,1965,0,red,0,NA,bad,0,1,5,0,0,2001,145000
271,2.0,606.0,1473.0,1484,7,1484,7,5,2004,2,red,0,NA,good,3,1,5,0,0,2005,213000
485,2.0,390.0,992.0,1022,7,2054,6,5,2000,2,red,1,bad,good,3,1,7,1,1032,2000,244000
565,3.0,704.0,1376.0,1376,9,3005,7,5,2004,2,red,1,bad,good,3,1,7,1,1629,2005,280750
1562,2.0,482.0,1594.0,1646,5,1646,8,5,2004,2,red,1,good,good,2,1,1,0,0,2005,275000
2624,2.0,400.0,0.0,1040,6,1040,3,4,1950,2,green,0,NA,bad,2,2,12,0,0,1950,81400
2368,0.0,0.0,672.0,672,7,1218,6,5,1971,1,red,0,NA,bad,3,1,4,1,546,1971,91500
1949,1.0,216.0,656.0,968,5,968,4,6,1927,2,red,0,NA,bad,4,1,8,0,0,2007,64500
1451,1.0,352.0,864.0,864,5,864,5,7,1972,1,red,0,NA,bad,3,1,5,0,0,1972,127000
1405,2.0,495.0,1094.0,1094,5,1094,6,5,1953,1,red,2,good,bad,3,1,6,0,0,1953,155000
2537,1.0,264.0,1051.0,1051,6,1051,5,5,1966,1,red,0,NA,bad,3,1,3,0,0,1966,124400
351,2.0,495.0,1418.0,1478,5,1478,8,5,1998,2,red,0,NA,bad,2,1,7,0,0,1998,240000
2663,1.0,216.0,684.0,684,7,1368,6,7,1910,1,blue,0,NA,bad,3,1,10,0,684,1993,114504
1161,2.0,495.0,1235.0,1245,5,1245,7,5,2004,2,red,0,NA,good,1,1,6,0,0,2005,178000
662,0.0,0.0,416.0,599,4,599,2,5,1940,1,blue,0,NA,good,2,1,6,0,0,1950,59000
594,2.0,440.0,1568.0,1568,7,1568,5,5,1967,1,red,0,NA,bad,3,1,3,1,0,1967,143000
1639,2.0,556.0,1612.0,1612,6,1612,9,5,2006,2,red,1,good,amazing,2,1,3,0,0,2006,319900
1512,1.0,205.0,949.0,949,6,1292,4,7,1923,1,red,0,NA,good,3,1,6,1,343,2008,108000
89,2.0,461.0,1208.0,1494,7,1494,6,6,1974,2,red,2,okay,bad,3,1,4,0,0,2002,169000
1870,2.0,528.0,1680.0,1680,8,1680,5,6,1976,2,red,0,NA,bad,4,2,6,0,0,1976,136905
648,1.0,230.0,1031.0,1031,5,1031,5,8,1952,1,red,0,NA,good,2,1,3,0,0,2005,145500
770,2.0,440.0,918.0,918,7,1683,6,5,1978,2,red,1,bad,bad,3,1,7,1,765,1978,172500
1066,3.0,732.0,1603.0,1575,7,1575,8,5,2003,2,red,1,bad,good,2,1,6,0,0,2004,284000
177,2.0,484.0,926.0,926,6,1316,5,7,1929,1,red,0,NA,bad,3,1,4,0,0,2001,130000
836,1.0,440.0,990.0,990,5,990,5,7,1994,1,red,0,NA,bad,3,1,10,0,0,1994,143000
1250,1.0,240.0,773.0,773,4,773,5,5,1953,1,red,0,NA,bad,2,1,4,0,0,1953,110000
2158,2.0,434.0,847.0,847,8,1928,7,5,2003,2,red,1,good,good,4,1,7,1,1081,2004,219500
2619,1.0,597.0,910.0,910,6,1521,4,6,1950,1,red,0,NA,good,3,1,9,1,611,1950,147500
1133,2.0,478.0,835.0,835,8,1663,7,5,2003,2,red,0,NA,good,3,1,7,1,828,2004,192500
2052,2.0,528.0,980.0,1020,5,1020,5,8,1964,2,red,1,horrible,bad,3,1,5,0,0,2001,165000
2329,3.0,670.0,1398.0,1414,11,2798,9,5,2005,3,red,1,good,amazing,3,1,3,1,1384,2006,457347
2289,0.0,0.0,630.0,630,3,630,4,6,1970,1,red,0,NA,bad,1,1,12,0,0,1970,84500
2437,2.0,431.0,982.0,1008,9,1889,6,5,2000,2,red,1,bad,bad,3,1,4,1,881,2000,215000
795,1.0,266.0,1049.0,1049,5,1049,5,5,1984,2,red,0,NA,good,2,1,2,0,0,1984,139500
2,1.0,312.0,1329.0,1329,6,1329,6,6,1958,1,red,0,NA,good,3,1,6,1,0,1958,172000
1575,2.0,612.0,920.0,920,6,1780,8,5,2007,2,red,1,good,good,3,1,1,1,860,2007,264966
2197,1.0,200.0,768.0,789,5,789,5,5,1926,1,red,0,NA,bad,2,1,6,0,0,1950,96500
108,2.0,475.0,725.0,725,6,1479,6,8,1976,2,red,0,NA,good,3,1,3,1,754,2005,130500
1711,3.0,774.0,895.0,895,8,1818,8,5,2007,2,red,1,good,amazing,3,1,8,1,923,2007,281500
1582,2.0,600.0,1461.0,1509,5,1509,6,5,1988,2,red,1,okay,good,3,1,8,0,0,1989,175000
2748,2.0,471.0,777.0,1065,8,1911,8,5,1993,2,red,1,bad,good,3,1,9,1,846,1994,215000
171,0.0,0.0,936.0,936,5,936,5,7,1920,1,red,1,good,bad,2,1,5,0,0,1950,109500
416,2.0,440.0,855.0,855,6,1456,6,5,1978,2,red,1,bad,bad,3,1,4,1,601,1978,138000
2330,3.0,758.0,1528.0,1528,10,3390,10,5,2006,3,red,1,amazing,amazing,5,1,9,1,1862,2006,545224
420,3.0,786.0,1700.0,1718,7,1718,10,5,2006,2,red,1,good,amazing,3,1,7,0,0,2007,337500
1390,2.0,621.0,988.0,1188,4,1188,6,8,1956,1,blue,1,bad,bad,1,1,6,0,0,1956,185000
1609,2.0,530.0,784.0,1168,7,1968,5,4,1969,2,red,1,horrible,bad,4,1,9,1,800,1969,172000
1313,2.0,396.0,735.0,1134,8,2058,6,5,1917,1,red,1,good,bad,3,1,4,1,924,1950,129500
2051,1.0,261.0,1029.0,1029,5,1029,4,5,1961,1,red,0,NA,bad,3,1,4,0,0,1961,118500
2594,1.0,398.0,617.0,865,6,1310,6,6,1924,2,red,0,NA,bad,2,1,5,0,445,1950,112000
2005,1.0,308.0,756.0,916,6,1060,5,7,1925,1,blue,1,good,bad,1,1,8,0,144,1994,136500
368,2.0,430.0,1530.0,1530,7,1530,7,5,2005,2,red,1,good,good,3,1,6,0,0,2005,260000
2400,3.0,706.0,1848.0,1848,10,2728,9,5,2005,2,red,2,amazing,amazing,4,1,4,1,880,2006,437154
2361,0.0,0.0,858.0,858,5,858,4,4,1971,1,red,0,NA,bad,3,1,6,0,0,1971,88000
2048,1.0,308.0,925.0,999,6,999,5,5,1963,1,red,0,NA,bad,3,1,3,0,0,1963,130000
748,2.0,532.0,728.0,1136,8,2019,7,8,1910,1,red,0,NA,good,3,1,10,0,883,1993,167500
73,2.0,484.0,831.0,831,8,1659,7,5,2004,2,red,0,NA,good,3,1,4,1,828,2004,181000
2346,2.0,582.0,988.0,1102,5,1102,6,6,1980,1,red,1,bad,bad,2,1,6,0,0,1980,169000
1787,2.0,484.0,1538.0,1538,7,1538,8,5,2005,2,red,0,NA,good,3,1,12,0,0,2005,260000
2045,0.0,0.0,1598.0,1636,12,3086,5,6,1946,3,red,1,good,amazing,3,1,3,0,971,1994,200500
316,2.0,520.0,1214.0,1214,6,1214,7,5,2009,2,red,0,NA,good,2,1,1,0,0,2010,179781
2553,1.0,273.0,938.0,1043,5,1043,5,7,1947,1,red,1,good,bad,2,1,5,0,0,1950,137000
869,2.0,521.0,1462.0,1513,5,1513,8,5,1999,2,red,1,bad,good,2,1,6,0,0,2000,220000
382,2.0,484.0,780.0,1088,9,1868,5,7,1976,2,red,1,bad,good,4,1,10,1,780,1976,197500
2761,2.0,576.0,1614.0,1614,7,1614,7,5,2005,2,red,1,good,good,3,1,3,0,0,2005,225000
1518,2.0,576.0,1181.0,1390,7,1694,6,5,1925,2,red,1,good,bad,4,1,6,0,304,1950,136500
154,1.0,392.0,0.0,827,5,827,5,7,1955,1,red,1,horrible,bad,2,1,4,0,0,2007,107500
1232,1.0,296.0,1099.0,1431,6,1431,6,5,1962,1,red,1,good,bad,3,1,12,0,0,1962,165000
782,1.0,452.0,1437.0,1473,5,1473,5,8,1968,1,red,2,good,amazing,1,1,6,0,0,2003,143000
2744,0.0,0.0,0.0,1124,5,1124,5,5,1954,1,red,1,good,bad,3,1,4,0,0,1954,93000
2561,2.0,528.0,2136.0,2136,7,2136,5,3,1951,2,blue,0,NA,bad,4,1,10,0,0,1951,137900
2121,2.0,521.0,1200.0,1200,6,1200,6,5,1995,2,red,0,NA,good,3,1,8,0,0,1995,177500
945,1.0,280.0,0.0,810,4,810,2,4,1910,1,blue,0,NA,bad,1,1,3,0,0,1950,57625
2165,2.0,484.0,738.0,738,7,1491,7,5,2006,2,red,1,good,good,3,1,5,1,753,2006,168675
1783,2.0,480.0,1528.0,1528,6,1528,7,5,2007,3,red,1,bad,good,3,1,9,2,0,2007,235876
312,3.0,888.0,1012.0,1034,6,1034,6,5,1976,1,red,0,NA,bad,3,1,5,0,0,1976,169900
1016,2.0,542.0,791.0,1236,7,2093,7,6,1986,2,red,1,bad,bad,3,1,11,1,857,1991,215000
2522,3.0,894.0,1842.0,1842,5,1842,9,5,1981,0,red,1,good,good,0,1,11,1,0,1987,385000
143,1.0,312.0,1194.0,1194,6,1194,6,6,1959,1,red,0,NA,bad,3,1,4,0,0,1959,148000
980,1.0,336.0,796.0,796,4,796,5,8,1972,1,red,0,NA,bad,2,1,7,0,0,1972,131900
2145,2.0,647.0,1284.0,1284,7,2169,8,5,2002,2,red,1,good,good,3,1,8,1,885,2002,228500
1096,2.0,400.0,1037.0,1037,8,2322,7,5,1999,2,red,1,bad,bad,4,1,5,1,1285,2000,225000
1428,3.0,811.0,1401.0,1511,6,1511,8,5,1995,2,red,1,okay,good,3,1,2,0,0,1995,225000
636,1.0,304.0,1202.0,1202,6,1202,5,5,1956,1,red,0,NA,bad,3,1,11,0,0,1956,120000
1479,2.0,610.0,1351.0,1361,6,1361,7,5,2007,2,red,0,NA,good,3,1,6,0,0,2007,193000
2721,2.0,454.0,1763.0,1779,6,1779,5,4,1955,1,red,1,good,bad,3,1,7,1,0,1974,170000
2436,2.0,460.0,953.0,953,7,1664,6,5,2000,2,red,1,bad,bad,3,1,1,1,711,2000,172400
970,2.0,336.0,0.0,1771,9,1771,5,4,1960,1,red,1,bad,bad,3,1,11,0,0,2006,115000
2124,1.0,384.0,990.0,990,5,990,5,7,1994,1,red,0,NA,bad,3,1,7,0,0,1994,146000
178,1.0,240.0,827.0,827,6,1251,6,7,1938,1,red,0,NA,okay,3,1,1,0,424,2000,119000
502,2.0,647.0,1070.0,1094,7,2061,7,5,1995,2,red,1,bad,good,3,1,11,1,967,1996,260000
344,2.0,470.0,945.0,945,7,1608,6,5,1997,2,red,1,bad,bad,3,1,7,1,663,1997,189500
1631,2.0,461.0,1074.0,1088,5,1088,8,5,1986,1,red,0,NA,good,2,1,10,1,0,1986,170000
488,2.0,394.0,794.0,819,7,1514,6,5,2000,2,red,1,bad,bad,3,1,6,1,695,2000,190000
2322,2.0,618.0,2062.0,2079,9,2687,8,5,1994,2,red,0,NA,good,4,1,12,1,608,1994,270000
198,2.0,624.0,528.0,548,5,1040,5,7,1936,1,red,0,NA,bad,2,1,5,0,492,1980,123900
1746,2.0,437.0,835.0,1119,5,1119,7,5,2004,2,red,0,NA,good,2,1,4,0,0,2005,188500
2465,2.0,615.0,858.0,858,7,1716,6,5,2005,2,red,0,NA,good,3,1,2,1,858,2005,200825
1860,2.0,676.0,2461.0,2497,7,2497,8,5,1981,2,red,2,good,good,2,1,3,0,0,1981,373000
1182,3.0,864.0,994.0,1599,9,2944,9,3,1977,2,red,1,good,good,3,1,6,2,1345,1977,150000
1933,1.0,293.0,1040.0,1040,6,1040,6,7,1953,1,green,0,NA,bad,3,1,6,0,0,1953,136000
1236,2.0,506.0,931.0,1283,6,1283,5,7,1962,1,red,0,NA,bad,3,1,10,0,0,1980,140000
1975,2.0,576.0,845.0,866,6,1296,6,6,1927,1,red,0,NA,bad,3,1,7,0,430,1950,127500
1361,2.0,400.0,1272.0,1272,9,1969,6,6,1938,2,red,1,good,bad,4,1,11,0,0,1958,141000
2785,1.0,288.0,864.0,864,5,864,5,7,1972,1,red,0,NA,bad,3,1,6,0,0,1972,128500
769,2.0,480.0,1121.0,1121,5,1121,5,6,1963,1,red,0,NA,bad,3,1,6,0,0,1963,139000
170,0.0,0.0,576.0,792,7,1140,4,7,1910,1,red,0,NA,bad,3,1,6,0,348,2004,96500
1379,1.0,408.0,876.0,904,6,904,5,7,1966,1,red,0,NA,bad,3,1,12,0,0,1966,109900
783,1.0,284.0,1134.0,1229,6,1229,4,6,1956,1,blue,0,NA,bad,3,1,4,0,0,1956,135000
2519,2.0,484.0,1036.0,1036,4,1036,8,5,1980,1,red,1,bad,good,1,1,9,0,0,1980,188000
2447,2.0,592.0,1086.0,1086,7,1924,8,5,1998,2,red,1,bad,good,3,1,6,1,838,1998,280000
1007,2.0,416.0,836.0,851,7,1709,6,5,1991,2,red,0,NA,good,3,1,9,1,858,1991,185000
45,2.0,484.0,1358.0,1358,6,1358,7,5,2009,2,red,1,good,good,2,1,6,0,0,2010,224000
1946,1.0,240.0,735.0,735,5,1034,5,6,1940,1,blue,0,NA,bad,2,1,7,0,299,1950,109000
471,2.0,457.0,1346.0,1504,7,1504,7,5,2005,2,red,1,good,good,1,1,5,0,0,2006,181000
2480,2.0,542.0,1398.0,1398,5,1398,6,5,1990,2,red,0,NA,good,2,1,7,0,0,1991,172000
1865,2.0,480.0,973.0,1082,6,1082,6,6,1969,1,red,0,NA,bad,3,1,1,0,0,1969,162500
2177,2.0,430.0,1125.0,1125,5,1125,5,5,2006,1,red,0,NA,bad,2,1,4,1,0,2007,155000
2142,2.0,576.0,864.0,864,5,864,5,5,1972,1,red,0,NA,amazing,3,1,9,0,0,2000,127000
2909,1.0,336.0,757.0,925,6,1475,5,6,1977,2,red,1,bad,bad,4,1,7,0,550,1977,127000
1523,1.0,369.0,644.0,672,6,1316,6,6,1926,1,red,1,good,bad,2,1,7,0,644,1950,145000
323,2.0,624.0,1430.0,1430,7,1430,5,5,2004,2,red,0,NA,good,3,1,3,0,0,2005,173500
184,1.0,416.0,686.0,966,7,1652,5,6,1915,2,red,0,NA,bad,4,1,6,0,686,1950,139000
2033,0.0,0.0,684.0,773,7,1355,6,7,1914,1,red,0,NA,good,3,1,3,1,582,2006,127000
1791,3.0,574.0,982.0,982,7,1977,7,5,2006,2,red,0,NA,good,3,1,7,1,995,2006,250000
1950,0.0,0.0,736.0,751,6,1534,5,9,1895,1,red,0,NA,good,3,1,7,1,783,1999,148000
1691,3.0,1040.0,1934.0,1943,8,2656,9,5,2007,2,red,1,good,amazing,3,1,12,1,713,2007,492000
2112,2.0,440.0,1314.0,1314,6,1314,6,5,2006,2,red,1,good,good,3,1,3,0,0,2006,176432
2700,2.0,394.0,0.0,1640,7,1640,5,5,1950,1,blue,1,good,bad,3,1,6,0,0,1950,131000
852,0.0,0.0,1040.0,1040,5,1040,5,5,1978,2,red,0,NA,bad,3,1,8,0,0,1978,124000
2840,1.0,280.0,686.0,686,7,1250,5,7,1918,1,red,0,NA,okay,3,1,7,1,564,1950,116000
2457,2.0,500.0,1660.0,1660,8,1660,8,5,2006,2,red,1,good,good,3,1,5,0,0,2006,290000
752,0.0,0.0,755.0,929,8,2229,6,6,1912,1,red,0,NA,bad,5,1,7,0,929,1950,104000
543,2.0,559.0,913.0,913,8,2122,7,5,1996,2,red,1,bad,good,4,1,4,1,1209,1997,220000
1170,2.0,484.0,1557.0,1557,5,1557,9,5,1999,2,red,1,bad,amazing,2,1,6,0,0,2000,305000
812,2.0,528.0,0.0,1120,12,2240,5,5,1979,2,red,0,NA,bad,6,2,6,0,1120,1979,142953
2497,1.0,288.0,912.0,941,6,941,5,6,1967,1,red,1,horrible,bad,3,1,6,0,0,1967,129200
1151,1.0,420.0,864.0,864,5,864,5,8,1961,1,red,1,bad,good,3,1,7,0,0,2007,135000
2284,2.0,528.0,1142.0,1142,6,1142,5,5,1976,1,red,1,horrible,bad,3,1,8,1,0,1976,134000
1445,1.0,328.0,985.0,985,6,985,5,8,1977,2,red,0,NA,bad,3,1,11,0,0,1977,149900
211,0.0,0.0,1212.0,1212,6,1392,5,4,1915,1,red,0,NA,bad,3,1,2,0,180,1950,100000
1683,1.0,360.0,988.0,988,5,988,5,6,1966,1,red,0,NA,bad,3,1,11,0,0,1966,129250
1911,2.0,432.0,793.0,1280,6,1280,5,6,1966,2,red,1,bad,bad,3,1,6,0,0,1966,175000
65,3.0,666.0,2033.0,2053,9,3238,8,5,1995,2,red,1,amazing,good,4,1,3,1,1185,1996,410000
876,2.0,451.0,1630.0,1630,6,1630,7,5,2000,2,red,1,bad,good,3,1,10,0,0,2001,213000
2903,1.0,270.0,0.0,1600,6,1600,1,3,1951,1,blue,0,NA,bad,3,1,5,1,0,1951,81500
1925,1.0,308.0,922.0,922,5,922,5,5,1957,1,blue,0,NA,bad,2,1,4,0,0,1957,116000
203,0.0,0.0,780.0,780,7,1560,6,8,1912,1,red,0,NA,good,3,1,5,1,780,2009,159900
1148,2.0,530.0,1199.0,1199,5,1199,6,5,1993,2,red,0,NA,good,2,1,3,0,0,1993,153900
1726,2.0,478.0,1405.0,1405,6,1405,7,5,2003,2,red,1,good,good,2,1,3,0,0,2003,200000
1036,2.0,576.0,864.0,864,5,864,5,5,1971,1,red,0,NA,bad,3,1,5,0,0,1971,123000
2665,1.0,312.0,1200.0,1200,7,1200,6,5,1923,1,blue,0,NA,bad,4,1,3,0,0,1950,125000
1041,1.0,352.0,483.0,483,5,987,6,6,1972,1,red,0,NA,bad,2,1,4,1,504,1972,100500
2558,2.0,441.0,1251.0,1433,7,1433,5,6,1961,1,red,1,good,bad,3,1,6,0,0,1990,161000
345,3.0,632.0,1008.0,1008,9,2283,8,5,2003,2,red,1,good,good,4,1,8,1,1275,2003,270000
2913,0.0,0.0,630.0,630,3,630,4,6,1970,1,red,0,NA,bad,1,1,4,0,0,1970,73000
888,2.0,440.0,690.0,698,6,1426,6,6,1977,1,red,0,NA,bad,3,1,7,1,728,1977,159500
1533,1.0,240.0,942.0,1265,7,1938,5,6,1937,2,red,1,good,good,4,1,7,0,673,1995,198000
1136,2.0,576.0,1114.0,1114,6,1114,6,5,2003,1,red,0,NA,good,3,1,7,0,0,2004,155000
376,2.0,441.0,1043.0,1539,9,2673,7,7,1980,2,red,1,bad,good,4,1,8,1,1134,1991,249000
580,2.0,615.0,1442.0,1442,6,1442,6,6,1970,2,red,1,bad,bad,2,1,2,0,0,1970,185000
